sample_id,status,vol_rel,hausdorff,xi_l2,p_value,p_pc,p_xi,z_hausdorff,z_chamfer,code_success,code_error_type,code_error_msg,generated_path,truth_path,error
20251218_033710_perforated_mount_plate_v1,ok,0.09418469129935153,25.177750511929414,13.674881439369106,0.0,0.0,0.0,25177750.511929415,282115826.45253974,True,,,generated/llama-4-maverick/20251218_033710_perforated_mount_plate_v1.py,data/models/20251218_033710_perforated_mount_plate_v1.py,
20251218_033711__cable_shelf_bracket_v1,ok,0.19693275212797032,21.75525071864769,53.55222521837717,0.0,0.0,0.0,21755250.718647692,293936400.2550532,True,,,generated/llama-4-maverick/20251218_033711__cable_shelf_bracket_v1.py,data/models/20251218_033711__cable_shelf_bracket_v1.py,
20251218_033711__cable_t_bracket_v1,ok,3.504199665765266,26.857261587883453,46.91493631094434,0.0,0.0,0.0,26857261.587883454,973023882.1863419,True,,,generated/llama-4-maverick/20251218_033711__cable_t_bracket_v1.py,data/models/20251218_033711__cable_t_bracket_v1.py,
20251218_033711__input_shaft_v1,ok,0.1453666607326275,85.58966382804907,17.357481383667388,0.0,0.0,0.0,85589663.82804908,6694291516.37561,True,,,generated/llama-4-maverick/20251218_033711__input_shaft_v1.py,data/models/20251218_033711__input_shaft_v1.py,
20251218_033711_clip_retainer_spring_clip_v1,ok,0.2340641016013647,2.4332048631471377,14.948017067911703,0.0,0.0,0.0,2433204.8631471377,4564219.92552321,True,,,generated/llama-4-maverick/20251218_033711_clip_retainer_spring_clip_v1.py,data/models/20251218_033711_clip_retainer_spring_clip_v1.py,
20251218_033713_ceiling_mount_z_bracket_v1,ok,4.2390227838340415,17.492655790217178,38.792942266336205,0.0,0.0,0.0,17492655.79021718,262606014.76787817,True,,,generated/llama-4-maverick/20251218_033713_ceiling_mount_z_bracket_v1.py,data/models/20251218_033713_ceiling_mount_z_bracket_v1.py,
20251218_033713_edge_plate_v1,code_error,,,,,,,,,False,ValueError,Cannot find a solid on the stack or in the parent chain,generated/llama-4-maverick/20251218_033713_edge_plate_v1.py,data/models/20251218_033713_edge_plate_v1.py,
20251218_033713_thick_wall_right_angle_bracket_v1,code_error,,,,,,,,,False,SyntaxError,"'(' was never closed (<string>, line 1)",generated/llama-4-maverick/20251218_033713_thick_wall_right_angle_bracket_v1.py,data/models/20251218_033713_thick_wall_right_angle_bracket_v1.py,
20251218_033713_z_bracket_for_shelves_v1,ok,0.46477985668185906,52.5761230843913,16.23279282501512,0.0,0.0,0.0,52576123.0843913,1994458228.1687438,True,,,generated/llama-4-maverick/20251218_033713_z_bracket_for_shelves_v1.py,data/models/20251218_033713_z_bracket_for_shelves_v1.py,
20251218_033714__mounting_thick_rectangular_plate_v1,ok,0.044438676321585255,33.2525023001846,137.42279604947348,0.0,0.0,0.0,33252502.300184604,399397947.1168872,True,,,generated/llama-4-maverick/20251218_033714__mounting_thick_rectangular_plate_v1.py,data/models/20251218_033714__mounting_thick_rectangular_plate_v1.py,
20251218_033714_channel_girder_v1,ok,7.125745998243375,60.58258825768342,138.42069590697227,0.0,0.0,0.0,60582588.25768342,2617248651.3570867,True,,,generated/llama-4-maverick/20251218_033714_channel_girder_v1.py,data/models/20251218_033714_channel_girder_v1.py,
20251218_033715__threaded_plug_fitting_v1,ok,0.47014766172859307,10.19803902718557,100.63090065108801,0.0,0.0,0.0,10198039.02718557,17744530.16064309,True,,,generated/llama-4-maverick/20251218_033715__threaded_plug_fitting_v1.py,data/models/20251218_033715__threaded_plug_fitting_v1.py,
20251218_033715_hollow_angle_support_v1,ok,0.5614856760812936,40.45587068968226,39.93780847311816,0.0,0.0,0.0,40455870.68968226,1740554122.7927973,True,,,generated/llama-4-maverick/20251218_033715_hollow_angle_support_v1.py,data/models/20251218_033715_hollow_angle_support_v1.py,
20251218_033715_tapered_post_base_v1,code_error,,,,,,,,,False,ValueError,Can not return the Nth element of an empty list,generated/llama-4-maverick/20251218_033715_tapered_post_base_v1.py,data/models/20251218_033715_tapered_post_base_v1.py,
20251218_033717_pyramid_with_notches_v1,ok,0.9348804994790468,30.187000513466057,19.844019004652626,0.0,0.0,0.0,30187000.513466056,426031294.7824657,True,,,generated/llama-4-maverick/20251218_033717_pyramid_with_notches_v1.py,data/models/20251218_033717_pyramid_with_notches_v1.py,
20251218_033717_reinforced_profile_v1,code_error,,,,,,,,,False,Standard_Failure,BRep_API: command not done,generated/llama-4-maverick/20251218_033717_reinforced_profile_v1.py,data/models/20251218_033717_reinforced_profile_v1.py,
20251218_033718_cap_nut_with_spring_v1,ok,0.4325068743743065,6.166354859767222,262.3570952712352,0.0,0.0,0.0,6166354.859767222,8432674.18491845,True,,,generated/llama-4-maverick/20251218_033718_cap_nut_with_spring_v1.py,data/models/20251218_033718_cap_nut_with_spring_v1.py,
20251218_033718_precision_wedge_cam_v1,code_error,,,,,,,,,False,Standard_Failure,BRep_API: command not done,generated/llama-4-maverick/20251218_033718_precision_wedge_cam_v1.py,data/models/20251218_033718_precision_wedge_cam_v1.py,
20251218_033718_pvc_crank_handle_v1,ok,0.013103181017519033,20.61540686598254,9.897211762706238,0.0,0.0,0.0,20615406.86598254,324233916.27749896,True,,,generated/llama-4-maverick/20251218_033718_pvc_crank_handle_v1.py,data/models/20251218_033718_pvc_crank_handle_v1.py,
20251218_033719_thick_wall_cable_bracket_v1,code_error,,,,,,,,,False,SyntaxError,"'(' was never closed (<string>, line 1)",generated/llama-4-maverick/20251218_033719_thick_wall_cable_bracket_v1.py,data/models/20251218_033719_thick_wall_cable_bracket_v1.py,
20251218_033719_tilted_square_pyramid_v1,ok,8.521934289217054,28.30194339616981,4.595640463332323,0.0,0.0,0.0,28301943.39616981,530696621.94151366,True,,,generated/llama-4-maverick/20251218_033719_tilted_square_pyramid_v1.py,data/models/20251218_033719_tilted_square_pyramid_v1.py,
20251218_033719_wedge_cam_linkage_pivot_v1,ok,0.75057327950202,16.060947204905133,54.86071724548081,0.0,0.0,0.0,16060947.204905134,164796265.40767083,True,,,generated/llama-4-maverick/20251218_033719_wedge_cam_linkage_pivot_v1.py,data/models/20251218_033719_wedge_cam_linkage_pivot_v1.py,
20251218_033720__splined_end_shaft_v1,metrics_error,,,,,,,,,True,,,generated/llama-4-maverick/20251218_033720__splined_end_shaft_v1.py,data/models/20251218_033720__splined_end_shaft_v1.py,"ValueError: data must be of shape (n, m), where there are n points of dimension m"
20251218_033721__pipe_z_bracket_v1,ok,0.024048777288313797,52.77783625727754,21.65840400531012,0.0,0.0,0.0,52777836.25727754,3017904287.358851,True,,,generated/llama-4-maverick/20251218_033721__pipe_z_bracket_v1.py,data/models/20251218_033721__pipe_z_bracket_v1.py,
20251218_033721_gusseted_circular_mounting_plate_v1,code_error,,,,,,,,,False,SyntaxError,"'(' was never closed (<string>, line 1)",generated/llama-4-maverick/20251218_033721_gusseted_circular_mounting_plate_v1.py,data/models/20251218_033721_gusseted_circular_mounting_plate_v1.py,
20251218_033721_perforated_support_plate_v1,code_error,,,,,,,,,False,ValueError,Cannot find a solid on the stack or in the parent chain,generated/llama-4-maverick/20251218_033721_perforated_support_plate_v1.py,data/models/20251218_033721_perforated_support_plate_v1.py,
20251218_033721_taper_pin_stainless_v1,ok,0.7885856785663007,24.118837361130634,18.410040550772823,0.0,0.0,0.0,24118837.361130636,52334918.357027,True,,,generated/llama-4-maverick/20251218_033721_taper_pin_stainless_v1.py,data/models/20251218_033721_taper_pin_stainless_v1.py,
20251218_033721_tinned_plate_v1,ok,0.24243792570115777,8.434453153583819,3859.6451471174937,0.0,0.0,0.0,8434453.153583819,40661549.12855539,True,,,generated/llama-4-maverick/20251218_033721_tinned_plate_v1.py,data/models/20251218_033721_tinned_plate_v1.py,
20251218_033722__adjustable_step_pulley_for_precision_v1,code_error,,,,,,,,,False,Standard_Failure,BRep_API: command not done,generated/llama-4-maverick/20251218_033722__adjustable_step_pulley_for_precision_v1.py,data/models/20251218_033722__adjustable_step_pulley_for_precision_v1.py,
20251218_033722_corrugated_rectangular_thick_wall_tube_v1,ok,0.004969780211130658,25.83118270617898,12.564770761832241,0.0,0.0,0.0,25831182.706178978,207414463.17760888,True,,,generated/llama-4-maverick/20251218_033722_corrugated_rectangular_thick_wall_tube_v1.py,data/models/20251218_033722_corrugated_rectangular_thick_wall_tube_v1.py,
20251218_033722_t_profile_stand_v1,ok,2.1785846609702504,29.878109428297375,19.360415415130053,0.0,0.0,0.0,29878109.428297374,94744712.01424953,True,,,generated/llama-4-maverick/20251218_033722_t_profile_stand_v1.py,data/models/20251218_033722_t_profile_stand_v1.py,
20251218_033722_titanium_screw_v1,ok,4.198056366898284,14.424890727467131,53.86230049693186,0.0,0.0,0.0,14424890.727467133,39451739.709710605,True,,,generated/llama-4-maverick/20251218_033722_titanium_screw_v1.py,data/models/20251218_033722_titanium_screw_v1.py,
20251218_033723_corner_bracket_with_angle_adjustment_v1,code_error,,,,,,,,,False,SyntaxError,"'(' was never closed (<string>, line 1)",generated/llama-4-maverick/20251218_033723_corner_bracket_with_angle_adjustment_v1.py,data/models/20251218_033723_corner_bracket_with_angle_adjustment_v1.py,
20251218_033723_male_thread_adapter_v1,ok,0.9834750159018374,25.031671517850917,33.318674093257194,0.0,0.0,0.0,25031671.517850917,119651295.98271728,True,,,generated/llama-4-maverick/20251218_033723_male_thread_adapter_v1.py,data/models/20251218_033723_male_thread_adapter_v1.py,
20251218_033723_reinforcement_spacer_square_plate_v1,ok,0.1475592215042657,20.247242461166323,128.5546087618793,0.0,0.0,0.0,20247242.461166322,180977409.93947005,True,,,generated/llama-4-maverick/20251218_033723_reinforcement_spacer_square_plate_v1.py,data/models/20251218_033723_reinforcement_spacer_square_plate_v1.py,
20251218_033723_square_post_hollow_v1,ok,0.4451282384631146,49.38480427436828,58.080653350850426,0.0,0.0,0.0,49384804.27436828,2796880066.4760885,True,,,generated/llama-4-maverick/20251218_033723_square_post_hollow_v1.py,data/models/20251218_033723_square_post_hollow_v1.py,
20251218_033723_vertical_truncated_cylinder_v1,ok,0.02926222595392126,6.715117327098226,30.527653025569574,0.0,0.0,0.0,6715117.327098226,11976930.853062186,True,,,generated/llama-4-maverick/20251218_033723_vertical_truncated_cylinder_v1.py,data/models/20251218_033723_vertical_truncated_cylinder_v1.py,
20251218_033724__double_c_bracket_v1,code_error,,,,,,,,,False,SyntaxError,"'(' was never closed (<string>, line 1)",generated/llama-4-maverick/20251218_033724__double_c_bracket_v1.py,data/models/20251218_033724__double_c_bracket_v1.py,
20251218_033724_hollow_square_column_v1,ok,0.2579521300541723,62.5,56.27196214847348,0.0,0.0,0.0,62500000.0,3549731448.6311536,True,,,generated/llama-4-maverick/20251218_033724_hollow_square_column_v1.py,data/models/20251218_033724_hollow_square_column_v1.py,
20251218_033725_cryo_thermal_shock_restraint_mount_v1,ok,0.004145045048077871,19.24243148677663,63.492450450435996,0.0,0.0,0.0,19242431.48677663,118435141.81728886,True,,,generated/llama-4-maverick/20251218_033725_cryo_thermal_shock_restraint_mount_v1.py,data/models/20251218_033725_cryo_thermal_shock_restraint_mount_v1.py,
20251218_033725_ribs_plate_v1,ok,0.1706297419576495,27.086666461563706,13916.739561041568,0.0,0.0,0.0,27086666.461563706,483752438.13311744,True,,,generated/llama-4-maverick/20251218_033725_ribs_plate_v1.py,data/models/20251218_033725_ribs_plate_v1.py,
